Epoch,State Loss,Output Loss,Duration(s)
1,0.9618701338768005,0.20565108954906464,2.986875534057617
2,0.890349268913269,0.19810597598552704,2.1062304973602295
3,0.823452889919281,0.19169668853282928,2.097816228866577
4,0.761534571647644,0.18650506436824799,2.159757614135742
5,0.705787181854248,0.18228119611740112,2.0885274410247803
6,0.6554076671600342,0.17881618440151215,2.067135810852051
7,0.6093001961708069,0.17610082030296326,2.108718156814575
8,0.5690074563026428,0.1742534041404724,2.0730478763580322
9,0.5338897109031677,0.17343592643737793,2.077328681945801
10,0.5034030675888062,0.17348703742027283,2.0764379501342773
11,0.4784122705459595,0.17394593358039856,2.123274564743042
12,0.4587227404117584,0.17435383796691895,2.075317144393921
13,0.442841500043869,0.17446564137935638,2.1400792598724365
14,0.42878448963165283,0.17412348091602325,2.166242837905884
15,0.41541141271591187,0.17331114411354065,2.140784502029419
16,0.40354764461517334,0.17212991416454315,2.132326364517212
17,0.3929659128189087,0.17070722579956055,2.131558895111084
18,0.3831961750984192,0.16915449500083923,2.170787811279297
19,0.3743536174297333,0.16754652559757233,2.136155366897583
20,0.36629095673561096,0.1659407764673233,2.135026693344116
21,0.358950138092041,0.16438649594783783,2.1788382530212402
22,0.352341890335083,0.16290414333343506,2.1332123279571533
23,0.34623855352401733,0.16151750087738037,2.1335654258728027
24,0.3407641649246216,0.16022011637687683,2.187831163406372
25,0.33577853441238403,0.15899346768856049,2.135634183883667
26,0.3309723436832428,0.1578143984079361,2.133784055709839
27,0.3265492618083954,0.156663179397583,2.1366026401519775
28,0.3224053978919983,0.15552471578121185,2.1812338829040527
29,0.31861433386802673,0.15439002215862274,2.1405766010284424
30,0.3153586983680725,0.1532440185546875,2.1386258602142334
31,0.3127915561199188,0.15206357836723328,2.1843490600585938
32,0.310646116733551,0.15084660053253174,2.1340138912200928
33,0.3087843060493469,0.14958856999874115,2.142280101776123
34,0.30698591470718384,0.1482974737882614,2.142087697982788
35,0.3051786720752716,0.14699752628803253,2.1265859603881836
36,0.30339694023132324,0.14572280645370483,2.0971791744232178
37,0.30167853832244873,0.1445041447877884,2.0974178314208984
38,0.3000892698764801,0.14335213601589203,2.144343614578247
39,0.2986460328102112,0.14225804805755615,2.0985724925994873
40,0.297320693731308,0.14120855927467346,2.1000874042510986
41,0.2960580885410309,0.1401829570531845,2.1406049728393555
42,0.29480329155921936,0.1391531527042389,2.100111722946167
43,0.2935493290424347,0.13810589909553528,2.1017370223999023
44,0.2923251688480377,0.13703155517578125,2.099830150604248
45,0.2911214530467987,0.13593056797981262,2.142151117324829
46,0.2899811267852783,0.13481265306472778,2.1052019596099854
47,0.28891608119010925,0.13369490206241608,2.104257822036743
48,0.2879253327846527,0.1325933337211609,2.1498584747314453
49,0.28700634837150574,0.13151989877223969,2.104440927505493
50,0.28613775968551636,0.13048087060451508,2.096057891845703
51,0.2852884531021118,0.12947025895118713,2.0981006622314453
52,0.284443736076355,0.12847405672073364,2.145421266555786
53,0.28361350297927856,0.12748108804225922,2.1034648418426514
54,0.282810240983963,0.12648463249206543,2.098719358444214
55,0.28205156326293945,0.12548290193080902,2.1409189701080322
56,0.2813445031642914,0.12447982281446457,2.101714611053467
57,0.28067904710769653,0.12348408252000809,2.1048991680145264
58,0.2800430655479431,0.12250162661075592,2.0946602821350098
59,0.27941083908081055,0.12153714150190353,2.1630163192749023
60,0.2787705063819885,0.12059091776609421,2.116069793701172
61,0.2781163156032562,0.11966679990291595,2.1049513816833496
62,0.27745944261550903,0.11876477301120758,2.149752616882324
63,0.27681708335876465,0.11788349598646164,2.0924737453460693
64,0.27620771527290344,0.11702205240726471,2.0323374271392822
65,0.27563807368278503,0.11617961525917053,2.0879297256469727
66,0.2751006782054901,0.11534947901964188,2.028611660003662
67,0.27458328008651733,0.11453061550855637,2.088683605194092
68,0.2740747630596161,0.11372681707143784,2.0932974815368652
69,0.2735762596130371,0.112948477268219,2.1582438945770264
70,0.27308809757232666,0.11220366507768631,2.1174428462982178
71,0.2726079225540161,0.11149942874908447,2.1067636013031006
72,0.27212899923324585,0.1108362004160881,2.1555116176605225
73,0.27164170145988464,0.11021535098552704,2.1162500381469727
74,0.2711409330368042,0.10963722318410873,2.075512409210205
75,0.27062803506851196,0.10909940302371979,2.0932211875915527
76,0.270109623670578,0.10859868675470352,2.0895843505859375
77,0.2695939838886261,0.10813485085964203,2.0827066898345947
78,0.2690865099430084,0.10770881921052933,2.0775022506713867
79,0.2685856223106384,0.10732147097587585,2.111015558242798
80,0.26808834075927734,0.10697092860937119,2.1753740310668945
81,0.2675928771495819,0.10665520280599594,2.121644973754883
82,0.26709792017936707,0.10637202858924866,2.092336654663086
83,0.26660242676734924,0.10612236708402634,2.0551416873931885
